Test Date Time,22--10--19--09:47:43
Frame Grabbed,1005
FPS,999.916673610532
LED Left,2.69,LED Right,2.69
Time To Test,0.000

Frame No.,X(um),Y(um),Z(um),TX(min),TY(min),TZ(min),,N1 X,N1 Y,N2 X,N2 Y,W1 X,W1 Y, W2 X, W2 Y,S1 X,S1 Y,S2 X,S2 Y,E1 X,E1 Y,E2 X,E2 Y,tN1 X,tN1 Y,tN2 X,tN2 Y,tS1 X,tS1 Y,tS2 X,tS2 Y
225,-0.02,0.09,0.19,0.15,-0.04,0.00,,587.4585,54.6891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3529,51.7836,0.0000,0.0000,421.3584,221.5067,0.0000,0.0000,590.1390,282.6878,0.0000,0.0000,260.6616,277.1202,0.0000,0.0000,
226,-0.04,-0.09,-0.12,0.20,-0.10,-0.10,,587.4571,54.6986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3568,51.7911,0.0000,0.0000,421.3783,221.5122,0.0000,0.0000,590.1556,282.6812,0.0000,0.0000,260.6534,277.1035,0.0000,0.0000,
227,-0.01,0.01,0.03,-0.02,-0.13,-0.03,,587.4582,54.6872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3543,51.7865,0.0000,0.0000,421.3647,221.5170,0.0000,0.0000,590.1422,282.6839,0.0000,0.0000,260.6586,277.1136,0.0000,0.0000,
228,-0.11,-0.07,-0.04,0.01,0.09,0.09,,587.4597,54.6928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3548,51.7832,0.0000,0.0000,421.3667,221.5164,0.0000,0.0000,590.1558,282.6732,0.0000,0.0000,260.6503,277.1145,0.0000,0.0000,
229,-0.03,-0.03,0.09,-0.10,0.03,0.06,,587.4592,54.6836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3507,51.7767,0.0000,0.0000,421.3709,221.5154,0.0000,0.0000,590.1382,282.6768,0.0000,0.0000,260.6591,277.1156,0.0000,0.0000,
230,-0.09,0.06,0.25,0.08,0.23,0.00,,587.4508,54.6935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3530,51.7676,0.0000,0.0000,421.3716,221.5053,0.0000,0.0000,590.1472,282.6861,0.0000,0.0000,260.6624,277.1187,0.0000,0.0000,
231,-0.05,-0.10,0.05,0.12,0.16,-0.08,,587.4606,54.6969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3444,51.7719,0.0000,0.0000,421.3773,221.5066,0.0000,0.0000,590.1541,282.6793,0.0000,0.0000,260.6549,277.1042,0.0000,0.0000,
232,-0.03,0.12,0.26,-0.08,-0.06,-0.07,,587.4577,54.6826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3540,51.7747,0.0000,0.0000,421.3612,221.5126,0.0000,0.0000,590.1476,282.6929,0.0000,0.0000,260.6580,277.1190,0.0000,0.0000,
233,0.01,0.08,0.10,0.12,0.13,0.00,,587.4658,54.6984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3566,51.7801,0.0000,0.0000,421.3700,221.5115,0.0000,0.0000,590.1393,282.6871,0.0000,0.0000,260.6579,277.1194,0.0000,0.0000,
234,-0.08,-0.01,0.00,0.04,0.17,0.02,,587.4520,54.6988,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3560,51.7788,0.0000,0.0000,421.3813,221.5155,0.0000,0.0000,590.1464,282.6807,0.0000,0.0000,260.6599,277.1148,0.0000,0.0000,
235,-0.09,0.04,0.09,0.12,-0.12,0.03,,587.4750,54.6870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3488,51.7899,0.0000,0.0000,421.3602,221.5109,0.0000,0.0000,590.1476,282.6830,0.0000,0.0000,260.6594,277.1188,0.0000,0.0000,
236,-0.07,0.05,0.12,0.21,0.05,-0.07,,587.4642,54.6976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3532,51.7810,0.0000,0.0000,421.3600,221.5062,0.0000,0.0000,590.1492,282.6887,0.0000,0.0000,260.6614,277.1147,0.0000,0.0000,
237,0.00,0.06,0.18,-0.07,-0.15,-0.22,,587.4502,54.6857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3571,51.7748,0.0000,0.0000,421.3716,221.5135,0.0000,0.0000,590.1468,282.6961,0.0000,0.0000,260.6638,277.1079,0.0000,0.0000,
238,0.06,0.00,0.10,-0.05,-0.06,0.05,,587.4554,54.6829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3567,51.7821,0.0000,0.0000,421.3576,221.5143,0.0000,0.0000,590.1396,282.6799,0.0000,0.0000,260.6473,277.1171,0.0000,0.0000,
239,-0.17,-0.12,-0.08,0.22,0.14,0.14,,587.4593,54.6973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3429,51.7869,0.0000,0.0000,421.3708,221.5088,0.0000,0.0000,590.1491,282.6676,0.0000,0.0000,260.6617,277.1132,0.0000,0.0000,
240,-0.03,-0.01,0.17,-0.12,0.21,-0.01,,587.4706,54.6894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3603,51.7646,0.0000,0.0000,421.3623,221.5132,0.0000,0.0000,590.1481,282.6823,0.0000,0.0000,260.6541,277.1132,0.0000,0.0000,
241,0.07,-0.04,0.15,-0.12,-0.16,-0.15,,587.4593,54.6801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3500,51.7741,0.0000,0.0000,421.3580,221.5131,0.0000,0.0000,590.1457,282.6868,0.0000,0.0000,260.6522,277.1047,0.0000,0.0000,
242,-0.10,0.09,0.26,-0.04,0.09,-0.07,,587.4657,54.6880,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3480,51.7685,0.0000,0.0000,421.3638,221.5098,0.0000,0.0000,590.1480,282.6907,0.0000,0.0000,260.6663,277.1170,0.0000,0.0000,
243,0.01,0.10,0.15,-0.02,0.09,0.00,,587.4671,54.6927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3570,51.7772,0.0000,0.0000,421.3462,221.5153,0.0000,0.0000,590.1407,282.6884,0.0000,0.0000,260.6555,277.1209,0.0000,0.0000,
244,-0.04,-0.03,0.18,0.06,0.01,-0.01,,587.4649,54.6849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3530,51.7750,0.0000,0.0000,421.3608,221.5054,0.0000,0.0000,590.1384,282.6806,0.0000,0.0000,260.6652,277.1127,0.0000,0.0000,
245,-0.14,0.01,0.20,0.28,0.17,-0.02,,587.4774,54.6964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3496,51.7743,0.0000,0.0000,421.3601,221.4980,0.0000,0.0000,590.1671,282.6835,0.0000,0.0000,260.6492,277.1139,0.0000,0.0000,
246,-0.10,0.00,0.08,0.33,0.30,0.09,,587.4515,54.7046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3569,51.7792,0.0000,0.0000,421.3470,221.5017,0.0000,0.0000,590.1487,282.6778,0.0000,0.0000,260.6572,277.1183,0.0000,0.0000,
247,-0.08,-0.01,0.06,0.05,-0.05,-0.02,,587.4603,54.6889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3488,51.7829,0.0000,0.0000,421.3635,221.5119,0.0000,0.0000,590.1456,282.6821,0.0000,0.0000,260.6638,277.1126,0.0000,0.0000,
248,-0.07,0.03,0.21,0.08,-0.03,-0.06,,587.4555,54.6864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3481,51.7765,0.0000,0.0000,421.3558,221.5061,0.0000,0.0000,590.1472,282.6870,0.0000,0.0000,260.6627,277.1138,0.0000,0.0000,
249,0.15,0.08,0.27,-0.15,0.07,-0.11,,587.4547,54.6851,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3571,51.7648,0.0000,0.0000,421.3722,221.5127,0.0000,0.0000,590.1357,282.6922,0.0000,0.0000,260.6494,277.1141,0.0000,0.0000,
250,-0.16,-0.04,0.18,-0.05,0.22,0.15,,587.4611,54.6849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3557,51.7693,0.0000,0.0000,421.3672,221.5091,0.0000,0.0000,590.1557,282.6725,0.0000,0.0000,260.6530,277.1194,0.0000,0.0000,
251,0.11,0.04,0.17,0.11,0.09,-0.18,,587.4480,54.6971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3477,51.7712,0.0000,0.0000,421.3693,221.5069,0.0000,0.0000,590.1436,282.6934,0.0000,0.0000,260.6505,277.1089,0.0000,0.0000,
252,-0.10,0.09,0.04,0.06,0.20,0.00,,587.4603,54.7034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3518,51.7799,0.0000,0.0000,421.3723,221.5172,0.0000,0.0000,590.1458,282.6881,0.0000,0.0000,260.6646,277.1203,0.0000,0.0000,
253,0.09,0.08,0.12,0.30,-0.09,-0.06,,587.4592,54.6953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3547,51.7901,0.0000,0.0000,421.3599,221.5046,0.0000,0.0000,590.1358,282.6901,0.0000,0.0000,260.6535,277.1170,0.0000,0.0000,
254,0.00,0.07,0.16,-0.32,-0.08,-0.23,,587.4670,54.6852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3584,51.7683,0.0000,0.0000,421.3564,221.5243,0.0000,0.0000,590.1485,282.6976,0.0000,0.0000,260.6631,277.1080,0.0000,0.0000,
255,-0.09,-0.03,0.00,-0.02,0.33,0.01,,587.4622,54.7030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3515,51.7703,0.0000,0.0000,421.3681,221.5169,0.0000,0.0000,590.1480,282.6799,0.0000,0.0000,260.6601,277.1131,0.0000,0.0000,
256,-0.17,-0.06,0.03,0.09,0.37,0.14,,587.4601,54.7001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3707,51.7727,0.0000,0.0000,421.3688,221.5102,0.0000,0.0000,590.1534,282.6712,0.0000,0.0000,260.6578,277.1172,0.0000,0.0000,
257,-0.03,0.04,0.14,0.14,0.07,0.03,,587.4650,54.6925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3482,51.7808,0.0000,0.0000,421.3646,221.5075,0.0000,0.0000,590.1358,282.6832,0.0000,0.0000,260.6637,277.1187,0.0000,0.0000,
258,0.02,-0.03,0.14,0.13,0.04,0.08,,587.4454,54.6863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3580,51.7799,0.0000,0.0000,421.3706,221.5050,0.0000,0.0000,590.1407,282.6764,0.0000,0.0000,260.6500,277.1167,0.0000,0.0000,
259,-0.10,0.06,0.20,-0.06,0.08,-0.12,,587.4568,54.6903,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3561,51.7684,0.0000,0.0000,421.3754,221.5121,0.0000,0.0000,590.1534,282.6914,0.0000,0.0000,260.6634,277.1123,0.0000,0.0000,
260,-0.11,0.01,0.14,0.35,-0.07,-0.04,,587.4618,54.6928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3627,51.7871,0.0000,0.0000,421.3608,221.4985,0.0000,0.0000,590.1541,282.6848,0.0000,0.0000,260.6598,277.1136,0.0000,0.0000,
261,-0.04,0.08,0.24,-0.21,0.27,0.04,,587.4714,54.6884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3525,51.7621,0.0000,0.0000,421.3621,221.5169,0.0000,0.0000,590.1404,282.6854,0.0000,0.0000,260.6607,277.1216,0.0000,0.0000,
262,0.00,0.03,0.14,0.08,0.04,-0.03,,587.4514,54.6912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3606,51.7783,0.0000,0.0000,421.3761,221.5091,0.0000,0.0000,590.1413,282.6854,0.0000,0.0000,260.6579,277.1152,0.0000,0.0000,
263,0.02,-0.01,0.08,0.01,0.25,0.02,,587.4573,54.6978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3577,51.7715,0.0000,0.0000,421.3733,221.5133,0.0000,0.0000,590.1394,282.6807,0.0000,0.0000,260.6541,277.1149,0.0000,0.0000,
264,0.02,0.13,0.14,0.18,0.24,0.08,,587.4570,54.7019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3517,51.7802,0.0000,0.0000,421.3654,221.5096,0.0000,0.0000,590.1380,282.6864,0.0000,0.0000,260.6528,277.1265,0.0000,0.0000,
265,0.01,0.10,0.24,0.18,-0.16,-0.02,,587.4648,54.6839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3525,51.7858,0.0000,0.0000,421.3584,221.5035,0.0000,0.0000,590.1402,282.6893,0.0000,0.0000,260.6573,277.1196,0.0000,0.0000,
266,-0.13,-0.03,0.08,0.04,-0.06,-0.01,,587.4640,54.6866,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3576,51.7819,0.0000,0.0000,421.3751,221.5113,0.0000,0.0000,590.1527,282.6805,0.0000,0.0000,260.6613,277.1121,0.0000,0.0000,
267,-0.15,0.02,-0.01,-0.07,0.29,0.05,,587.4676,54.7019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3522,51.7746,0.0000,0.0000,421.3695,221.5214,0.0000,0.0000,590.1527,282.6813,0.0000,0.0000,260.6612,277.1180,0.0000,0.0000,
268,-0.08,-0.03,0.22,-0.03,0.34,0.07,,587.4600,54.6904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3446,51.7612,0.0000,0.0000,421.3743,221.5067,0.0000,0.0000,590.1499,282.6767,0.0000,0.0000,260.6533,277.1160,0.0000,0.0000,
269,-0.03,0.02,0.19,-0.07,0.01,-0.11,,587.4652,54.6866,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3628,51.7702,0.0000,0.0000,421.3612,221.5116,0.0000,0.0000,590.1445,282.6886,0.0000,0.0000,260.6639,277.1105,0.0000,0.0000,
270,-0.14,0.03,0.25,0.10,0.11,-0.01,,587.4719,54.6885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3513,51.7709,0.0000,0.0000,421.3674,221.5029,0.0000,0.0000,590.1584,282.6849,0.0000,0.0000,260.6575,277.1158,0.0000,0.0000,
271,-0.12,-0.05,0.13,0.25,-0.15,-0.10,,587.4553,54.6875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3542,51.7842,0.0000,0.0000,421.3638,221.5003,0.0000,0.0000,590.1612,282.6839,0.0000,0.0000,260.6577,277.1068,0.0000,0.0000,
272,0.11,0.07,0.25,0.16,-0.09,-0.01,,587.4616,54.6844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3481,51.7819,0.0000,0.0000,421.3703,221.5028,0.0000,0.0000,590.1331,282.6870,0.0000,0.0000,260.6511,277.1190,0.0000,0.0000,
273,-0.15,0.07,0.30,-0.02,0.17,0.05,,587.4706,54.6851,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3636,51.7673,0.0000,0.0000,421.3724,221.5068,0.0000,0.0000,590.1531,282.6844,0.0000,0.0000,260.6611,277.1214,0.0000,0.0000,
274,0.08,0.07,0.11,0.12,-0.11,-0.07,,587.4636,54.6909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3529,51.7865,0.0000,0.0000,421.3804,221.5108,0.0000,0.0000,590.1440,282.6900,0.0000,0.0000,260.6474,277.1158,0.0000,0.0000,
275,-0.06,-0.07,0.07,0.09,0.07,-0.02,,587.4497,54.6918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3597,51.7769,0.0000,0.0000,421.3585,221.5083,0.0000,0.0000,590.1534,282.6791,0.0000,0.0000,260.6531,277.1092,0.0000,0.0000,
276,-0.13,0.10,0.26,-0.15,-0.01,-0.07,,587.4571,54.6828,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3497,51.7706,0.0000,0.0000,421.3732,221.5147,0.0000,0.0000,590.1561,282.6918,0.0000,0.0000,260.6622,277.1178,0.0000,0.0000,
277,-0.03,0.09,0.10,-0.05,0.10,0.00,,587.4739,54.6940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3488,51.7779,0.0000,0.0000,421.3796,221.5178,0.0000,0.0000,590.1488,282.6877,0.0000,0.0000,260.6531,277.1198,0.0000,0.0000,
278,-0.09,-0.06,0.18,0.20,-0.26,-0.14,,587.4589,54.6807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3503,51.7827,0.0000,0.0000,421.3652,221.4991,0.0000,0.0000,590.1524,282.6851,0.0000,0.0000,260.6644,277.1039,0.0000,0.0000,
279,-0.16,0.04,0.07,0.13,0.18,-0.04,,587.4594,54.7019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3541,51.7772,0.0000,0.0000,421.3683,221.5109,0.0000,0.0000,590.1637,282.6867,0.0000,0.0000,260.6563,277.1147,0.0000,0.0000,
280,-0.05,0.05,0.15,0.13,-0.10,-0.06,,587.4605,54.6885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3615,51.7838,0.0000,0.0000,421.3755,221.5076,0.0000,0.0000,590.1467,282.6879,0.0000,0.0000,260.6607,277.1150,0.0000,0.0000,
281,0.09,0.07,0.20,0.19,-0.10,-0.21,,587.4638,54.6929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3566,51.7790,0.0000,0.0000,421.3611,221.5038,0.0000,0.0000,590.1378,282.6961,0.0000,0.0000,260.6598,277.1090,0.0000,0.0000,
282,-0.14,0.03,0.15,0.11,-0.05,-0.11,,587.4620,54.6904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3527,51.7793,0.0000,0.0000,421.3590,221.5078,0.0000,0.0000,590.1637,282.6894,0.0000,0.0000,260.6580,277.1112,0.0000,0.0000,
283,0.11,0.02,0.08,0.08,-0.03,-0.09,,587.4686,54.6932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3621,51.7812,0.0000,0.0000,421.3591,221.5116,0.0000,0.0000,590.1314,282.6876,0.0000,0.0000,260.6580,277.1118,0.0000,0.0000,
284,0.01,-0.03,-0.04,0.12,0.12,0.00,,587.4600,54.7005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3504,51.7834,0.0000,0.0000,421.3571,221.5139,0.0000,0.0000,590.1439,282.6801,0.0000,0.0000,260.6528,277.1128,0.0000,0.0000,
285,0.04,0.02,-0.01,0.14,-0.10,-0.13,,587.4655,54.6973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3632,51.7881,0.0000,0.0000,421.3751,221.5135,0.0000,0.0000,590.1490,282.6895,0.0000,0.0000,260.6516,277.1093,0.0000,0.0000,
286,-0.05,-0.11,-0.08,0.02,-0.22,0.01,,587.4633,54.6843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3677,51.7929,0.0000,0.0000,421.3756,221.5166,0.0000,0.0000,590.1458,282.6746,0.0000,0.0000,260.6576,277.1085,0.0000,0.0000,
287,0.00,0.04,0.07,-0.05,0.20,0.01,,587.4702,54.6968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3571,51.7737,0.0000,0.0000,421.3756,221.5173,0.0000,0.0000,590.1490,282.6840,0.0000,0.0000,260.6479,277.1173,0.0000,0.0000,
288,0.04,0.06,-0.04,0.08,0.22,0.04,,587.4608,54.7060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3520,51.7833,0.0000,0.0000,421.3637,221.5191,0.0000,0.0000,590.1321,282.6843,0.0000,0.0000,260.6580,277.1203,0.0000,0.0000,
289,0.00,-0.03,0.04,-0.19,0.05,-0.03,,587.4522,54.6877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3510,51.7742,0.0000,0.0000,421.3713,221.5211,0.0000,0.0000,590.1445,282.6817,0.0000,0.0000,260.6544,277.1115,0.0000,0.0000,
290,-0.15,0.04,0.21,0.29,-0.10,-0.05,,587.4682,54.6879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3587,51.7841,0.0000,0.0000,421.3699,221.4985,0.0000,0.0000,590.1594,282.6867,0.0000,0.0000,260.6596,277.1146,0.0000,0.0000,
291,-0.13,0.07,0.15,0.06,-0.02,-0.04,,587.4521,54.6902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3608,51.7806,0.0000,0.0000,421.3606,221.5108,0.0000,0.0000,590.1598,282.6885,0.0000,0.0000,260.6570,277.1171,0.0000,0.0000,
292,-0.08,0.05,0.12,0.36,0.04,0.04,,587.4639,54.6969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3445,51.7877,0.0000,0.0000,421.3679,221.5006,0.0000,0.0000,590.1497,282.6831,0.0000,0.0000,260.6565,277.1193,0.0000,0.0000,
293,-0.08,0.01,-0.04,-0.13,-0.10,-0.01,,587.4476,54.6885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3484,51.7866,0.0000,0.0000,421.3616,221.5244,0.0000,0.0000,590.1470,282.6829,0.0000,0.0000,260.6607,277.1146,0.0000,0.0000,
294,-0.07,-0.01,0.04,0.07,-0.06,-0.08,,587.4601,54.6920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3680,51.7831,0.0000,0.0000,421.3529,221.5125,0.0000,0.0000,590.1496,282.6853,0.0000,0.0000,260.6613,277.1100,0.0000,0.0000,
295,-0.10,0.06,-0.02,0.05,-0.08,-0.07,,587.4595,54.6964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3621,51.7895,0.0000,0.0000,421.3635,221.5194,0.0000,0.0000,590.1514,282.6893,0.0000,0.0000,260.6623,277.1155,0.0000,0.0000,
296,0.07,-0.02,0.13,0.30,-0.07,-0.01,,587.4690,54.6897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3563,51.7857,0.0000,0.0000,421.3643,221.4993,0.0000,0.0000,590.1373,282.6811,0.0000,0.0000,260.6518,277.1124,0.0000,0.0000,
297,-0.18,0.04,0.03,0.23,0.12,0.00,,587.4432,54.7021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3517,51.7847,0.0000,0.0000,421.3588,221.5092,0.0000,0.0000,590.1551,282.6841,0.0000,0.0000,260.6651,277.1170,0.0000,0.0000,
298,0.01,0.05,0.04,-0.12,0.08,0.01,,587.4640,54.6928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3532,51.7789,0.0000,0.0000,421.3634,221.5220,0.0000,0.0000,590.1400,282.6848,0.0000,0.0000,260.6560,277.1185,0.0000,0.0000,
299,-0.10,0.01,0.09,0.36,0.10,0.05,,587.4592,54.6991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3470,51.7858,0.0000,0.0000,421.3551,221.5007,0.0000,0.0000,590.1500,282.6807,0.0000,0.0000,260.6582,277.1174,0.0000,0.0000,
300,0.01,0.07,0.13,0.17,0.01,0.06,,587.4619,54.6911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3517,51.7858,0.0000,0.0000,421.3656,221.5077,0.0000,0.0000,590.1389,282.6833,0.0000,0.0000,260.6537,277.1219,0.0000,0.0000,
301,-0.06,-0.07,0.06,0.13,0.05,0.01,,587.4589,54.6913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3728,51.7791,0.0000,0.0000,421.3596,221.5068,0.0000,0.0000,590.1446,282.6770,0.0000,0.0000,260.6604,277.1101,0.0000,0.0000,
302,-0.10,0.02,0.14,0.01,0.07,0.07,,587.4571,54.6876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3553,51.7782,0.0000,0.0000,421.3597,221.5117,0.0000,0.0000,590.1533,282.6802,0.0000,0.0000,260.6526,277.1195,0.0000,0.0000,
303,-0.08,-0.04,0.07,0.25,0.04,-0.11,,587.4573,54.6980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3565,51.7798,0.0000,0.0000,421.3711,221.5035,0.0000,0.0000,590.1470,282.6847,0.0000,0.0000,260.6667,277.1068,0.0000,0.0000,
304,-0.12,0.00,-0.02,0.33,-0.24,0.02,,587.4666,54.6919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3455,51.8020,0.0000,0.0000,421.3677,221.5068,0.0000,0.0000,590.1530,282.6811,0.0000,0.0000,260.6583,277.1153,0.0000,0.0000,
305,-0.07,0.09,0.15,0.06,-0.18,0.01,,587.4592,54.6830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3483,51.7884,0.0000,0.0000,421.3664,221.5115,0.0000,0.0000,590.1502,282.6869,0.0000,0.0000,260.6555,277.1206,0.0000,0.0000,
306,-0.12,-0.05,0.14,-0.02,0.05,-0.11,,587.4574,54.6887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3575,51.7694,0.0000,0.0000,421.3720,221.5091,0.0000,0.0000,590.1554,282.6845,0.0000,0.0000,260.6635,277.1060,0.0000,0.0000,
307,-0.08,0.09,0.15,0.25,0.21,0.09,,587.4487,54.6996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3531,51.7811,0.0000,0.0000,421.3698,221.5050,0.0000,0.0000,590.1451,282.6836,0.0000,0.0000,260.6568,277.1248,0.0000,0.0000,
308,-0.08,-0.07,0.02,-0.04,0.18,0.04,,587.4618,54.6935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3610,51.7742,0.0000,0.0000,421.3620,221.5151,0.0000,0.0000,590.1496,282.6756,0.0000,0.0000,260.6555,277.1117,0.0000,0.0000,
309,-0.04,-0.05,0.27,0.04,-0.03,0.05,,587.4719,54.6755,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3676,51.7726,0.0000,0.0000,421.3607,221.5009,0.0000,0.0000,590.1413,282.6765,0.0000,0.0000,260.6589,277.1139,0.0000,0.0000,
310,0.03,0.02,0.18,0.17,-0.07,-0.02,,587.4698,54.6864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3551,51.7817,0.0000,0.0000,421.3700,221.5032,0.0000,0.0000,590.1403,282.6842,0.0000,0.0000,260.6548,277.1148,0.0000,0.0000,
311,0.05,-0.01,-0.01,-0.04,0.07,-0.15,,587.4641,54.6994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3559,51.7760,0.0000,0.0000,421.3630,221.5192,0.0000,0.0000,590.1483,282.6890,0.0000,0.0000,260.6519,277.1066,0.0000,0.0000,
312,-0.08,0.07,0.14,-0.09,-0.01,-0.04,,587.4606,54.6871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3518,51.7773,0.0000,0.0000,421.3610,221.5168,0.0000,0.0000,590.1514,282.6881,0.0000,0.0000,260.6589,277.1170,0.0000,0.0000,
313,-0.23,0.06,0.06,0.16,0.23,0.12,,587.4570,54.7008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3588,51.7825,0.0000,0.0000,421.3577,221.5119,0.0000,0.0000,590.1527,282.6801,0.0000,0.0000,260.6675,277.1244,0.0000,0.0000,
314,-0.12,0.03,0.22,-0.23,-0.05,-0.06,,587.4644,54.6782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3531,51.7697,0.0000,0.0000,421.3692,221.5162,0.0000,0.0000,590.1585,282.6865,0.0000,0.0000,260.6578,277.1133,0.0000,0.0000,
315,0.07,0.01,0.15,-0.02,0.04,-0.15,,587.4551,54.6917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3544,51.7707,0.0000,0.0000,421.3672,221.5115,0.0000,0.0000,590.1415,282.6900,0.0000,0.0000,260.6564,277.1081,0.0000,0.0000,
