Test Date Time,22--10--19--09:47:43
Frame Grabbed,1005
FPS,999.916673610532
LED Left,2.69,LED Right,2.69
Time To Test,0.000

Frame No.,X(um),Y(um),Z(um),TX(min),TY(min),TZ(min),,N1 X,N1 Y,N2 X,N2 Y,W1 X,W1 Y, W2 X, W2 Y,S1 X,S1 Y,S2 X,S2 Y,E1 X,E1 Y,E2 X,E2 Y,tN1 X,tN1 Y,tN2 X,tN2 Y,tS1 X,tS1 Y,tS2 X,tS2 Y
788,-0.18,-0.05,0.03,0.03,0.21,0.01,,587.4678,54.6977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3525,51.7735,0.0000,0.0000,421.3657,221.5130,0.0000,0.0000,590.1598,282.6787,0.0000,0.0000,260.6601,277.1115,0.0000,0.0000,
789,-0.05,0.01,0.12,0.21,0.14,-0.06,,587.4653,54.6987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3530,51.7762,0.0000,0.0000,421.3652,221.5046,0.0000,0.0000,590.1506,282.6853,0.0000,0.0000,260.6567,277.1120,0.0000,0.0000,
790,-0.15,0.07,0.11,0.07,0.06,0.04,,587.4555,54.6927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3617,51.7817,0.0000,0.0000,421.3687,221.5120,0.0000,0.0000,590.1541,282.6846,0.0000,0.0000,260.6601,277.1205,0.0000,0.0000,
791,-0.11,0.05,0.11,-0.10,0.11,0.04,,587.4880,54.6899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3548,51.7757,0.0000,0.0000,421.3693,221.5179,0.0000,0.0000,590.1538,282.6837,0.0000,0.0000,260.6559,277.1197,0.0000,0.0000,
792,-0.02,0.03,0.14,-0.02,0.07,-0.01,,587.4617,54.6899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3529,51.7753,0.0000,0.0000,421.3732,221.5130,0.0000,0.0000,590.1372,282.6847,0.0000,0.0000,260.6639,277.1162,0.0000,0.0000,
793,0.02,0.03,0.11,0.04,0.11,0.03,,587.4593,54.6928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3606,51.7780,0.0000,0.0000,421.3518,221.5120,0.0000,0.0000,590.1412,282.6826,0.0000,0.0000,260.6519,277.1177,0.0000,0.0000,
794,-0.07,0.13,0.23,0.28,0.24,-0.05,,587.4497,54.7033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3549,51.7738,0.0000,0.0000,421.3607,221.5016,0.0000,0.0000,590.1491,282.6927,0.0000,0.0000,260.6596,277.1208,0.0000,0.0000,
795,-0.13,0.06,0.15,0.05,0.52,0.08,,587.4571,54.7054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3556,51.7635,0.0000,0.0000,421.3649,221.5107,0.0000,0.0000,590.1463,282.6816,0.0000,0.0000,260.6632,277.1220,0.0000,0.0000,
796,0.03,-0.01,0.10,0.10,0.13,0.03,,587.4596,54.6936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3516,51.7771,0.0000,0.0000,421.3574,221.5086,0.0000,0.0000,590.1338,282.6796,0.0000,0.0000,260.6581,277.1151,0.0000,0.0000,
797,-0.07,-0.03,0.12,0.06,0.11,0.00,,587.4617,54.6914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3582,51.7742,0.0000,0.0000,421.3675,221.5085,0.0000,0.0000,590.1548,282.6806,0.0000,0.0000,260.6515,277.1126,0.0000,0.0000,
798,-0.07,-0.04,-0.06,0.12,-0.02,0.02,,587.4653,54.6956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3565,51.7895,0.0000,0.0000,421.3781,221.5146,0.0000,0.0000,590.1473,282.6786,0.0000,0.0000,260.6584,277.1126,0.0000,0.0000,
799,0.02,-0.03,0.24,-0.12,-0.13,-0.11,,587.4678,54.6753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3635,51.7703,0.0000,0.0000,421.3720,221.5090,0.0000,0.0000,590.1399,282.6854,0.0000,0.0000,260.6614,277.1079,0.0000,0.0000,
800,-0.08,0.05,0.22,0.04,-0.06,0.08,,587.4609,54.6802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3504,51.7810,0.0000,0.0000,421.3713,221.5076,0.0000,0.0000,590.1520,282.6819,0.0000,0.0000,260.6517,277.1217,0.0000,0.0000,
801,-0.06,0.05,0.08,-0.01,-0.01,-0.05,,587.4618,54.6915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3477,51.7808,0.0000,0.0000,421.3749,221.5158,0.0000,0.0000,590.1493,282.6874,0.0000,0.0000,260.6582,277.1152,0.0000,0.0000,
802,0.04,0.04,0.18,0.12,-0.10,-0.03,,587.4548,54.6855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3443,51.7825,0.0000,0.0000,421.3562,221.5062,0.0000,0.0000,590.1481,282.6863,0.0000,0.0000,260.6461,277.1153,0.0000,0.0000,
803,0.01,0.02,0.14,-0.05,0.21,-0.08,,587.4642,54.6960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3638,51.7672,0.0000,0.0000,421.3724,221.5139,0.0000,0.0000,590.1405,282.6874,0.0000,0.0000,260.6606,277.1122,0.0000,0.0000,
804,-0.05,0.06,0.14,0.13,0.09,0.06,,587.4704,54.6929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3635,51.7813,0.0000,0.0000,421.3749,221.5085,0.0000,0.0000,590.1457,282.6828,0.0000,0.0000,260.6551,277.1212,0.0000,0.0000,
805,0.03,-0.11,-0.01,0.09,0.20,0.11,,587.4528,54.6947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3618,51.7778,0.0000,0.0000,421.3547,221.5106,0.0000,0.0000,590.1404,282.6702,0.0000,0.0000,260.6474,277.1129,0.0000,0.0000,
806,-0.07,0.04,0.18,0.04,0.37,0.01,,587.4534,54.6999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3555,51.7648,0.0000,0.0000,421.3689,221.5091,0.0000,0.0000,590.1501,282.6840,0.0000,0.0000,260.6558,277.1177,0.0000,0.0000,
807,-0.15,0.08,0.18,-0.07,-0.01,-0.05,,587.4580,54.6871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3616,51.7757,0.0000,0.0000,421.3544,221.5147,0.0000,0.0000,590.1491,282.6899,0.0000,0.0000,260.6703,277.1173,0.0000,0.0000,
808,-0.09,-0.03,0.18,0.09,0.21,-0.02,,587.4690,54.6930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3397,51.7677,0.0000,0.0000,421.3706,221.5045,0.0000,0.0000,590.1598,282.6817,0.0000,0.0000,260.6506,277.1115,0.0000,0.0000,
809,-0.08,0.03,0.16,0.16,0.18,-0.05,,587.4696,54.6979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3594,51.7729,0.0000,0.0000,421.3606,221.5053,0.0000,0.0000,590.1529,282.6861,0.0000,0.0000,260.6572,277.1142,0.0000,0.0000,
810,-0.07,0.04,0.12,-0.06,-0.03,-0.01,,587.4683,54.6863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3480,51.7791,0.0000,0.0000,421.3707,221.5154,0.0000,0.0000,590.1461,282.6852,0.0000,0.0000,260.6606,277.1165,0.0000,0.0000,
811,-0.04,0.06,0.11,0.03,0.12,-0.02,,587.4674,54.6955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3629,51.7766,0.0000,0.0000,421.3583,221.5138,0.0000,0.0000,590.1535,282.6866,0.0000,0.0000,260.6497,277.1170,0.0000,0.0000,
812,0.00,0.07,0.24,0.20,0.04,-0.13,,587.4501,54.6938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3573,51.7743,0.0000,0.0000,421.3615,221.5015,0.0000,0.0000,590.1449,282.6926,0.0000,0.0000,260.6610,277.1124,0.0000,0.0000,
813,-0.14,0.06,0.10,-0.13,0.14,0.10,,587.4535,54.6899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3541,51.7770,0.0000,0.0000,421.3614,221.5201,0.0000,0.0000,590.1521,282.6814,0.0000,0.0000,260.6581,277.1234,0.0000,0.0000,
814,0.00,0.00,0.13,0.09,0.17,-0.06,,587.4558,54.6967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3556,51.7721,0.0000,0.0000,421.3623,221.5084,0.0000,0.0000,590.1563,282.6853,0.0000,0.0000,260.6443,277.1117,0.0000,0.0000,
815,-0.06,0.02,0.09,-0.14,-0.20,0.00,,587.4535,54.6786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3554,51.7850,0.0000,0.0000,421.3653,221.5189,0.0000,0.0000,590.1495,282.6829,0.0000,0.0000,260.6554,277.1156,0.0000,0.0000,
816,-0.06,0.10,0.28,0.10,0.17,-0.06,,587.4543,54.6934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3565,51.7685,0.0000,0.0000,421.3517,221.5046,0.0000,0.0000,590.1509,282.6915,0.0000,0.0000,260.6583,277.1181,0.0000,0.0000,
817,-0.06,0.02,0.06,0.00,0.33,-0.01,,587.4751,54.7028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3604,51.7693,0.0000,0.0000,421.3556,221.5154,0.0000,0.0000,590.1406,282.6836,0.0000,0.0000,260.6648,277.1151,0.0000,0.0000,
818,-0.11,0.04,0.21,0.13,0.01,-0.04,,587.4701,54.6884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3623,51.7768,0.0000,0.0000,421.3669,221.5043,0.0000,0.0000,590.1506,282.6864,0.0000,0.0000,260.6636,277.1155,0.0000,0.0000,
819,-0.10,-0.09,0.15,0.00,0.32,0.05,,587.4575,54.6925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3486,51.7626,0.0000,0.0000,421.3552,221.5065,0.0000,0.0000,590.1511,282.6739,0.0000,0.0000,260.6561,277.1107,0.0000,0.0000,
820,-0.20,0.11,0.15,0.16,0.17,-0.02,,587.4634,54.7004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3539,51.7782,0.0000,0.0000,421.3676,221.5089,0.0000,0.0000,590.1554,282.6899,0.0000,0.0000,260.6689,277.1207,0.0000,0.0000,
821,-0.04,-0.01,0.10,-0.05,0.14,0.02,,587.4745,54.6907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3536,51.7732,0.0000,0.0000,421.3592,221.5141,0.0000,0.0000,590.1405,282.6806,0.0000,0.0000,260.6608,277.1150,0.0000,0.0000,
822,-0.18,-0.10,0.08,0.08,0.19,0.05,,587.4602,54.6921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3487,51.7726,0.0000,0.0000,421.3578,221.5070,0.0000,0.0000,590.1565,282.6735,0.0000,0.0000,260.6606,277.1107,0.0000,0.0000,
823,0.01,0.03,0.17,0.07,0.37,0.05,,587.4658,54.6996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3647,51.7663,0.0000,0.0000,421.3619,221.5080,0.0000,0.0000,590.1399,282.6817,0.0000,0.0000,260.6538,277.1189,0.0000,0.0000,
824,-0.14,0.07,0.21,-0.28,0.23,0.03,,587.4616,54.6868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3577,51.7632,0.0000,0.0000,421.3613,221.5205,0.0000,0.0000,590.1489,282.6851,0.0000,0.0000,260.6645,277.1205,0.0000,0.0000,
825,0.05,0.04,0.04,-0.11,-0.07,-0.20,,587.4600,54.6936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3560,51.7781,0.0000,0.0000,421.3597,221.5213,0.0000,0.0000,590.1511,282.6940,0.0000,0.0000,260.6513,277.1076,0.0000,0.0000,
826,-0.01,0.12,0.31,0.06,-0.09,-0.01,,587.4602,54.6812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3533,51.7782,0.0000,0.0000,421.3645,221.5053,0.0000,0.0000,590.1417,282.6904,0.0000,0.0000,260.6579,277.1217,0.0000,0.0000,
827,-0.03,0.04,0.10,0.00,0.01,-0.01,,587.4562,54.6902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3543,51.7802,0.0000,0.0000,421.3556,221.5145,0.0000,0.0000,590.1474,282.6848,0.0000,0.0000,260.6549,277.1164,0.0000,0.0000,
828,-0.07,-0.04,0.08,0.11,0.34,-0.02,,587.4576,54.7025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3560,51.7679,0.0000,0.0000,421.3732,221.5078,0.0000,0.0000,590.1487,282.6802,0.0000,0.0000,260.6584,277.1112,0.0000,0.0000,
829,-0.22,0.05,0.09,0.27,0.00,0.09,,587.4630,54.6935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3485,51.7903,0.0000,0.0000,421.3614,221.5055,0.0000,0.0000,590.1658,282.6809,0.0000,0.0000,260.6547,277.1215,0.0000,0.0000,
830,-0.02,0.08,0.02,0.00,0.03,0.01,,587.4603,54.6958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3520,51.7858,0.0000,0.0000,421.3613,221.5198,0.0000,0.0000,590.1379,282.6865,0.0000,0.0000,260.6622,277.1202,0.0000,0.0000,
831,-0.03,0.00,0.21,0.19,-0.13,-0.02,,587.4614,54.6830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3490,51.7825,0.0000,0.0000,421.3679,221.5010,0.0000,0.0000,590.1493,282.6836,0.0000,0.0000,260.6532,277.1135,0.0000,0.0000,
832,-0.02,0.20,0.23,0.00,-0.11,-0.07,,587.4713,54.6879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3597,51.7829,0.0000,0.0000,421.3665,221.5148,0.0000,0.0000,590.1492,282.6983,0.0000,0.0000,260.6555,277.1236,0.0000,0.0000,
833,-0.08,-0.08,0.03,-0.01,0.17,0.07,,587.4603,54.6919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3614,51.7747,0.0000,0.0000,421.3633,221.5132,0.0000,0.0000,590.1468,282.6733,0.0000,0.0000,260.6575,277.1125,0.0000,0.0000,
834,-0.03,0.01,0.14,0.11,0.17,0.08,,587.4674,54.6922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3566,51.7761,0.0000,0.0000,421.3680,221.5070,0.0000,0.0000,590.1427,282.6786,0.0000,0.0000,260.6536,277.1191,0.0000,0.0000,
835,-0.05,0.02,0.14,-0.08,0.19,-0.08,,587.4587,54.6944,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3507,51.7671,0.0000,0.0000,421.3588,221.5143,0.0000,0.0000,590.1444,282.6871,0.0000,0.0000,260.6644,277.1124,0.0000,0.0000,
836,-0.04,-0.09,0.07,-0.05,-0.01,0.08,,587.4549,54.6818,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3457,51.7791,0.0000,0.0000,421.3502,221.5126,0.0000,0.0000,590.1491,282.6727,0.0000,0.0000,260.6491,277.1128,0.0000,0.0000,
837,-0.02,-0.05,0.01,-0.02,0.35,0.10,,587.4567,54.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3471,51.7713,0.0000,0.0000,421.3536,221.5161,0.0000,0.0000,590.1467,282.6742,0.0000,0.0000,260.6473,277.1161,0.0000,0.0000,
838,0.08,0.02,0.07,0.10,0.20,-0.09,,587.4714,54.7027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3628,51.7740,0.0000,0.0000,421.3649,221.5118,0.0000,0.0000,590.1395,282.6876,0.0000,0.0000,260.6529,277.1119,0.0000,0.0000,
839,-0.06,0.01,0.16,-0.06,0.14,-0.01,,587.4521,54.6896,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3617,51.7700,0.0000,0.0000,421.3610,221.5122,0.0000,0.0000,590.1448,282.6829,0.0000,0.0000,260.6610,277.1145,0.0000,0.0000,
840,-0.14,-0.04,0.13,-0.07,-0.01,0.01,,587.4725,54.6823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3566,51.7751,0.0000,0.0000,421.3649,221.5121,0.0000,0.0000,590.1565,282.6791,0.0000,0.0000,260.6583,277.1121,0.0000,0.0000,
841,-0.04,0.09,0.27,-0.04,-0.27,-0.11,,587.4668,54.6757,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3471,51.7804,0.0000,0.0000,421.3674,221.5094,0.0000,0.0000,590.1522,282.6929,0.0000,0.0000,260.6564,277.1148,0.0000,0.0000,
842,-0.16,0.02,0.20,0.08,-0.05,0.03,,587.4558,54.6829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3481,51.7796,0.0000,0.0000,421.3704,221.5060,0.0000,0.0000,590.1555,282.6823,0.0000,0.0000,260.6606,277.1172,0.0000,0.0000,
843,-0.08,-0.01,0.09,-0.11,-0.04,-0.05,,587.4494,54.6857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3577,51.7767,0.0000,0.0000,421.3694,221.5169,0.0000,0.0000,590.1565,282.6840,0.0000,0.0000,260.6541,277.1110,0.0000,0.0000,
844,-0.05,0.04,0.07,-0.07,0.03,-0.10,,587.4627,54.6934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3457,51.7761,0.0000,0.0000,421.3671,221.5182,0.0000,0.0000,590.1554,282.6895,0.0000,0.0000,260.6542,277.1120,0.0000,0.0000,
845,-0.11,0.15,0.27,-0.21,0.17,0.24,,587.4706,54.6802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3431,51.7732,0.0000,0.0000,421.3682,221.5180,0.0000,0.0000,590.1441,282.6800,0.0000,0.0000,260.6540,277.1350,0.0000,0.0000,
846,-0.07,-0.01,0.21,0.04,-0.09,0.00,,587.4619,54.6795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3603,51.7779,0.0000,0.0000,421.3710,221.5058,0.0000,0.0000,590.1414,282.6815,0.0000,0.0000,260.6645,277.1144,0.0000,0.0000,
847,-0.06,0.00,0.06,0.01,0.08,-0.03,,587.4572,54.6935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3605,51.7777,0.0000,0.0000,421.3630,221.5142,0.0000,0.0000,590.1448,282.6833,0.0000,0.0000,260.6624,277.1134,0.0000,0.0000,
848,-0.06,0.12,0.33,-0.01,0.11,-0.10,,587.4505,54.6888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3545,51.7659,0.0000,0.0000,421.3766,221.5072,0.0000,0.0000,590.1485,282.6947,0.0000,0.0000,260.6628,277.1175,0.0000,0.0000,
849,-0.14,0.07,0.16,-0.05,0.18,-0.06,,587.4642,54.6949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3505,51.7692,0.0000,0.0000,421.3896,221.5141,0.0000,0.0000,590.1627,282.6894,0.0000,0.0000,260.6567,277.1158,0.0000,0.0000,
850,-0.01,0.10,0.24,0.21,0.05,-0.11,,587.4574,54.6953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3634,51.7757,0.0000,0.0000,421.3691,221.5025,0.0000,0.0000,590.1530,282.6938,0.0000,0.0000,260.6526,277.1151,0.0000,0.0000,
851,-0.04,-0.04,0.14,-0.11,0.00,-0.04,,587.4596,54.6829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3701,51.7721,0.0000,0.0000,421.3700,221.5131,0.0000,0.0000,590.1537,282.6814,0.0000,0.0000,260.6512,277.1098,0.0000,0.0000,
852,-0.07,0.04,0.18,0.00,0.34,0.02,,587.4505,54.6982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3454,51.7651,0.0000,0.0000,421.3553,221.5106,0.0000,0.0000,590.1503,282.6840,0.0000,0.0000,260.6547,277.1179,0.0000,0.0000,
853,-0.16,0.07,0.21,-0.12,0.24,-0.04,,587.4587,54.6929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3574,51.7641,0.0000,0.0000,421.3675,221.5145,0.0000,0.0000,590.1574,282.6884,0.0000,0.0000,260.6625,277.1171,0.0000,0.0000,
854,-0.15,0.05,0.21,0.11,0.00,0.03,,587.4643,54.6862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3657,51.7794,0.0000,0.0000,421.3771,221.5057,0.0000,0.0000,590.1532,282.6842,0.0000,0.0000,260.6622,277.1190,0.0000,0.0000,
855,-0.07,0.03,0.13,-0.21,0.11,0.06,,587.4554,54.6854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3451,51.7719,0.0000,0.0000,421.3659,221.5202,0.0000,0.0000,590.1558,282.6814,0.0000,0.0000,260.6472,277.1191,0.0000,0.0000,
856,0.00,0.03,0.09,0.13,0.29,-0.05,,587.4540,54.7047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3495,51.7717,0.0000,0.0000,421.3633,221.5097,0.0000,0.0000,590.1391,282.6862,0.0000,0.0000,260.6617,277.1142,0.0000,0.0000,
857,-0.30,0.02,0.24,0.00,0.15,-0.03,,587.4668,54.6885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3735,51.7667,0.0000,0.0000,421.3756,221.5068,0.0000,0.0000,590.1717,282.6846,0.0000,0.0000,260.6655,277.1141,0.0000,0.0000,
858,-0.09,-0.05,-0.03,-0.08,0.36,0.05,,587.4611,54.7021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3525,51.7698,0.0000,0.0000,421.3828,221.5198,0.0000,0.0000,590.1548,282.6766,0.0000,0.0000,260.6509,277.1135,0.0000,0.0000,
859,0.08,0.12,0.28,0.05,-0.15,-0.14,,587.4614,54.6840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3553,51.7776,0.0000,0.0000,421.3619,221.5069,0.0000,0.0000,590.1420,282.6964,0.0000,0.0000,260.6536,277.1153,0.0000,0.0000,
860,0.03,-0.04,0.14,-0.11,0.12,-0.03,,587.4770,54.6877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3517,51.7682,0.0000,0.0000,421.3677,221.5134,0.0000,0.0000,590.1512,282.6813,0.0000,0.0000,260.6440,277.1107,0.0000,0.0000,
861,0.01,0.08,0.20,0.17,0.07,-0.03,,587.4623,54.6934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3632,51.7777,0.0000,0.0000,421.3716,221.5051,0.0000,0.0000,590.1415,282.6885,0.0000,0.0000,260.6563,277.1186,0.0000,0.0000,
862,-0.13,0.02,0.03,-0.16,0.16,0.00,,587.4701,54.6949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3657,51.7740,0.0000,0.0000,421.3597,221.5226,0.0000,0.0000,590.1566,282.6837,0.0000,0.0000,260.6576,277.1157,0.0000,0.0000,
863,0.00,0.14,0.29,-0.03,-0.02,-0.16,,587.4772,54.6879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3534,51.7713,0.0000,0.0000,421.3577,221.5104,0.0000,0.0000,590.1490,282.6986,0.0000,0.0000,260.6584,277.1159,0.0000,0.0000,
864,0.04,-0.06,-0.03,0.01,0.18,0.00,,587.4699,54.6986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3580,51.7767,0.0000,0.0000,421.3649,221.5163,0.0000,0.0000,590.1498,282.6785,0.0000,0.0000,260.6436,277.1102,0.0000,0.0000,
865,-0.08,0.01,0.08,-0.02,0.15,-0.05,,587.4723,54.6960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3596,51.7733,0.0000,0.0000,421.3765,221.5149,0.0000,0.0000,590.1466,282.6853,0.0000,0.0000,260.6638,277.1126,0.0000,0.0000,
866,-0.06,0.10,0.08,0.05,0.28,0.02,,587.4472,54.7040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3478,51.7758,0.0000,0.0000,421.3680,221.5160,0.0000,0.0000,590.1479,282.6875,0.0000,0.0000,260.6567,277.1217,0.0000,0.0000,
867,0.00,0.10,0.20,0.17,0.01,0.00,,587.4650,54.6910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3610,51.7819,0.0000,0.0000,421.3567,221.5057,0.0000,0.0000,590.1496,282.6884,0.0000,0.0000,260.6479,277.1208,0.0000,0.0000,
868,-0.16,0.05,0.20,0.10,0.14,0.08,,587.4580,54.6900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3641,51.7755,0.0000,0.0000,421.3478,221.5061,0.0000,0.0000,590.1561,282.6817,0.0000,0.0000,260.6576,277.1213,0.0000,0.0000,
869,-0.03,0.06,0.21,-0.05,0.07,-0.08,,587.4591,54.6886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3563,51.7701,0.0000,0.0000,421.3702,221.5111,0.0000,0.0000,590.1572,282.6897,0.0000,0.0000,260.6495,277.1141,0.0000,0.0000,
870,-0.08,-0.03,0.11,0.10,0.04,-0.13,,587.4604,54.6938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3639,51.7749,0.0000,0.0000,421.3645,221.5076,0.0000,0.0000,590.1584,282.6864,0.0000,0.0000,260.6567,277.1066,0.0000,0.0000,
871,-0.02,0.09,0.23,0.06,-0.08,-0.02,,587.4675,54.6841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3547,51.7802,0.0000,0.0000,421.3755,221.5077,0.0000,0.0000,590.1506,282.6889,0.0000,0.0000,260.6512,277.1192,0.0000,0.0000,
872,0.01,0.07,0.14,0.21,0.24,0.06,,587.4520,54.7004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3595,51.7775,0.0000,0.0000,421.3707,221.5061,0.0000,0.0000,590.1380,282.6840,0.0000,0.0000,260.6554,277.1219,0.0000,0.0000,
873,0.06,0.05,0.23,0.01,-0.02,-0.12,,587.4652,54.6867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3653,51.7723,0.0000,0.0000,421.3657,221.5080,0.0000,0.0000,590.1405,282.6907,0.0000,0.0000,260.6561,277.1121,0.0000,0.0000,
874,-0.03,-0.05,0.00,-0.13,0.16,-0.02,,587.4727,54.6942,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3605,51.7728,0.0000,0.0000,421.3664,221.5202,0.0000,0.0000,590.1494,282.6798,0.0000,0.0000,260.6533,277.1102,0.0000,0.0000,
875,-0.08,0.12,0.22,0.21,-0.17,-0.05,,587.4628,54.6868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3526,51.7882,0.0000,0.0000,421.3759,221.5048,0.0000,0.0000,590.1418,282.6922,0.0000,0.0000,260.6685,277.1202,0.0000,0.0000,
876,-0.06,0.10,0.20,0.09,0.18,-0.01,,587.4493,54.6961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3582,51.7736,0.0000,0.0000,421.3776,221.5087,0.0000,0.0000,590.1468,282.6888,0.0000,0.0000,260.6593,277.1204,0.0000,0.0000,
877,-0.04,0.18,0.33,0.14,-0.10,-0.15,,587.4603,54.6883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3604,51.7779,0.0000,0.0000,421.3609,221.5041,0.0000,0.0000,590.1533,282.7010,0.0000,0.0000,260.6580,277.1190,0.0000,0.0000,
878,-0.17,0.07,0.08,-0.17,0.08,-0.02,,587.4628,54.6916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3550,51.7758,0.0000,0.0000,421.3673,221.5225,0.0000,0.0000,590.1498,282.6872,0.0000,0.0000,260.6704,277.1181,0.0000,0.0000,
